,name,agent,lr_a_high,lr_c_high,sac_model,task_train,discount_factor,discount_factor_model,_step,_wandb,_runtime,sac_nmae,idhp_nmae,_timestamp,nmae_improvement
97,neat-sweep-103,IDHPDSAC,0.5,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.923276901245117,25.688384263139756,2.7751008877854217,1685812078.900712,22.913283375354336
98,fine-sweep-102,IDHPDSAC,0.3,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.159696817398071,6.044273037905692,7.405455852527439,1685812061.5763168,-1.3611828146217464
99,proud-sweep-101,IDHPDSAC,5e-05,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.189423084259033,6.044273037905692,191.0272513194029,1685812045.680108,-184.9829782814972
100,eager-sweep-100,IDHPDSAC,5e-05,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.171861171722412,25.688384263139756,35.33905209573849,1685812029.4463491,-9.650667832598732
101,sparkling-sweep-99,IDHPDSAC,0.0001,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.105135917663574,6.044273037905692,169.66083617269678,1685812013.444321,-163.61656313479108
102,scarlet-sweep-98,IDHPDSAC,0.001,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.562834739685059,25.82480636811087,50.86924298771143,1685811998.9967868,-25.04443661960056
103,sleek-sweep-97,IDHPDSAC,0.05,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 6},6.670010089874268,25.688384263139756,4.716805144409788,1685811982.836111,20.97157911872997
104,different-sweep-96,IDHPDSAC,0.6,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.246829032897949,25.82480636811087,5.882087052681328,1685811966.269928,19.942719315429542
105,vocal-sweep-95,IDHPDSAC,0.001,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.351010799407959,25.688384263139756,21.76785178468756,1685811951.400735,3.920532478452195
106,decent-sweep-94,IDHPDSAC,0.0005,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.199557065963745,6.044273037905692,96.30277109552608,1685811935.285419,-90.25849805762036
107,dauntless-sweep-93,IDHPDSAC,0.3,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.286898136138916,6.044273037905692,8.620869108965179,1685811919.363542,-2.576596071059486
108,classic-sweep-92,IDHPDSAC,0.7,0.001,DSAC-citation/vague-hill-35,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.34907078742981,25.82480636811087,3.67059180679441,1685811904.106846,22.15421456131646
109,proud-sweep-91,IDHPDSAC,0.5,0.001,DSAC-citation/desert-fog-33,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 5},6.386458158493042,25.688384263139756,2.5474599881734976,1685811888.242392,23.14092427496626
110,major-sweep-90,IDHPDSAC,0.001,0.001,DSAC-citation/smart-durian-34,exp1_pseudo_random_sin,0.6,0.6,0,{'runtime': 6},6.690423011779785,6.044273037905692,64.2395661364865,1685811872.417399,-58.19529309858081
